Color,Stephen Herek,86,103,65,311,Stockard Channing,11000,14448589,Comedy|Romance,Angelina Jolie Pitt,Life or Something Like It ,19364,12566,James Gammon,2,football|homeless man|interview|psychic|reporter,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128,English,USA,PG-13,40000000,2002,944,5.8,2.35,835
Color,John Carpenter,40,99,0,402,Michael McKean,782,14358033,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,17365,2125,Patricia Heaton,2,accident|bar|chase|cia|laboratory,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66,English,USA,PG-13,40000000,1992,658,5.9,2.35,630
 Black and White,Jean-Pierre Jeunet,242,122,0,54,Jamel Debbouze,326,33201661,Comedy|Romance,Mathieu Kassovitz,Amélie ,534262,809,Isabelle Nanty,0,cheerfulness|female protagonist|garden gnome|magical realism|waitress,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1314,French,France,R,77000000,2001,326,8.4,2.35,39000
Color,Dennie Gordon,70,91,29,762,Bob Saget,976,14018364,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,17722,3974,Riley Smith,1,dog|new york city|scholarship|senator|twin,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111,English,USA,PG,30000000,2004,799,4.8,1.85,849
Color,Charles Shyer,135,103,14,624,Nia Long,865,13395939,Comedy|Drama|Romance,Omar Epps,Alfie ,43442,3639,Jane Krakowski,4,best friend|commitment|friend|limousine driver|one night stand,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146,English,UK,R,60000000,2004,826,6.2,1.85,0
Color,Ken Kwapis,125,107,42,171,Tim Blake Nelson,875,20113965,Biography|Drama|Romance,Ted Danson,Big Miracle ,15231,1702,Andrew Daly,3,arctic circle|reporter|small town|volunteer|whale,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66,English,USA,PG,40000000,2012,596,6.5,2.35,0
Color,Ulu Grosbard,54,106,22,613,Treat Williams,2000,13376506,Drama,Alexa PenaVega,The Deep End of the Ocean ,10413,4327,Jonathan Jackson,1,basketball|boy|italian|kidnapping a child|reunion,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111,English,USA,PG-13,40000000,1999,642,6.3,1.85,579
Color,William Malone,104,101,37,595,Jeffrey Combs,2000,13208023,Crime|Horror|Thriller,Natascha McElhone,Feardotcom ,17309,4262,Udo Kier,1,bondage gear|bound and gagged|hung by ones wrists|tied to a chair|tied to a table,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388,English,UK,R,42000000,2002,886,3.3,2.35,612
Color,Paul Weitz,157,109,80,835,Salma Hayek,14000,13838130,Action|Adventure|Fantasy|Thriller,Josh Hutcherson,Cirque du Freak: The Vampires Assistant ,35990,20503,Patrick Fugit,3,antidote|based on young adult novel|flyer|spider|vampire,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157,English,USA,PG-13,40000000,2009,4000,5.9,2.35,0
Color,Paul McGuigan,159,110,118,287,Spencer Wilding,11000,5773519,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28618,12876,Daniel Mays,2,assistant|experiment|frankenstein|medical student|scientist,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,USA,PG-13,40000000,2015,1000,6.0,2.35,11000
Color,Danny DeVito,78,89,0,500,Amber Valletta,1000,9652000,Comedy,Justin Theroux,Duplex ,46205,3096,Harvey Fierstein,0,christmas|duplex|television|tenant|writer,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147,English,USA,PG-13,40000000,2003,627,5.8,1.85,0
Color,Malcolm D. Lee,88,100,92,706,Sean Hayes,1000,12081447,Comedy|Drama|Music,Bernie Mac,Soul Men ,7794,4103,Mike Epps,2,band|masturbation|reunion|singer|tribute,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25,English,USA,R,,2008,760,6.5,2.35,866
Color,Jerry Jameson,32,119,5,249,Jason Robards,521,7000000,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the Titanic ,2933,1883,Anne Archer,0,military|mineral|ocean|ship|titanic,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70,English,UK,PG,36000000,1980,372,4.7,2.35,328
Color,Mic Rodgers,75,83,7,485,Daniel von Bargen,2000,10431220,Action|Sci-Fi,Michael Jai White,Universal Soldier: The Return ,24216,4024,Xander Berkeley,0,combat|computer|general|military|reporter,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162,English,USA,R,24000000,1999,577,4.1,1.85,401
Color,Christian Alvart,219,108,22,61,Dennis Quaid,12000,10326062,Action|Horror|Mystery|Sci-Fi|Thriller,Norman Reedus,Pandorum ,121432,14127,Eddie Rouse,0,future|mission|space|spaceship|survival,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310,English,Germany,R,33000000,2009,2000,6.8,2.35,10000
Color,Gary Fleder,83,102,39,259,Mekhi Phifer,1000,6114237,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,19986,2664,Tim Guinee,4,alien|android|bomb|future|weapon,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207,English,USA,R,40000000,2001,1000,6.2,1.85,892
Color,Christian Duguay,53,93,18,443,Bridgette Wilson-Sampras,3000,4835968,Action|Adventure|Thriller,Rufus Sewell,Extreme Ops ,4821,4123,Rupert Graves,0,commercial|extreme sports|mountain|serbian|terrorist,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82,English,UK,PG-13,40000000,2002,545,4.5,2.35,158
Color,Jean-Marie Poiré,61,84,8,219,Matt Ross,545,4777007,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,Just Visiting ,15130,1149,John Aylward,3,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98,English,France,PG-13,40000000,2001,248,5.8,2.35,565
Color,Danny Boyle,308,107,0,167,Benedict Wong,11000,3675072,Adventure|Sci-Fi|Thriller,Chris Evans,Sunshine ,190132,11623,Troy Garity,0,astronaut|earth|future|icarus|sun,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801,English,UK,R,26000000,2007,372,7.3,2.35,15000
Color,Brian Robbins,70,91,48,39,Lou Saliba,61,18438149,Comedy|Drama,John Gatins,A Thousand Words ,30842,222,Greg Collins,8,box office flop|buddhist|liar|literary agent|magical tree,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93,English,USA,PG-13,40000000,2012,46,5.9,2.35,0
Color,Marc F. Adler,41,94,0,379,Anne Bancroft,795,511920,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,2458,2449,Kelly Ripa,1,box office flop|computer animation|one word title|surrealism|villainess,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26,English,USA,PG,40000000,2008,754,4.4,1.85,211
Color,Pierre Morel,224,115,180,87,Mark Rylance,1000,10640645,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,The Gunman ,28429,1686,Jasmine Trinca,0,assassination|blood vomiting|death|hit squad|mercenary,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110,English,USA,R,40000000,2015,535,5.8,2.35,0
Color,Geoffrey Sax,66,93,13,173,Sophie Okonedo,15000,652526,Action|Adventure|Family|Thriller,Alex Pettyfer,Alex Rider: Operation Stormbreaker ,20201,15638,Ashley Walters,3,14 year old|british|gadget|spy|training,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187,English,Germany,PG,40000000,2006,460,5.1,2.35,823
Color,D.J. Caruso,253,105,154,502,Aaron Yoo,884,80050171,Drama|Mystery|Thriller,Sarah Roemer,Disturbia ,186982,2288,Jose Pablo Cantillo,0,binoculars|electronic tag|house arrest|neighbor|watching someone,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491,English,USA,PG-13,20000000,2007,617,6.9,1.85,0
Color,Iain Softley,79,107,34,472,Fisher Stevens,11000,7564000,Comedy|Crime|Drama|Thriller,Angelina Jolie Pitt,Hackers ,54650,13821,Lorraine Bracco,1,computer|computer virus|cyberpunk|fight the system|sexual fantasy,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223,English,USA,PG-13,20000000,1995,922,6.2,2.35,12000
Color,Richard Shepard,94,101,47,2,Zan Marolt,499,876671,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,The Hunting Party ,22010,504,Ljubomir Kerekes,2,bosnia|cia|fox|hunt|war criminal,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90,English,USA,R,25000000,2007,3,6.9,2.35,0
 Black and White,Joel Coen,77,111,0,385,Bill Cobbs,1000,2869369,Comedy|Fantasy,Jennifer Jason Leigh,The Hudsucker Proxy ,65474,2612,John Mahoney,2,art deco|board of directors|industry|mail|stock,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,211,English,UK,PG,30000000,1994,970,7.3,1.85,0
Color,Peter Ho-Sun Chan,106,113,31,483,Takeshi Kaneshiro,5000,128978,Action|Drama|History|Romance|War,Jet Li,The Warlords ,22897,6267,Andy Lau,2,assassination|blood brother|dynasty|general|stabbing a woman,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,61,Mandarin,Hong Kong,R,40000000,2007,755,7.1,2.35,0
Color,Sergey Bodrov,30,112,44,533,Kuno Becker,1000,77231,Drama|History|War,Jay Hernandez,Nomad: The Warrior ,3322,2115,Jason Scott Lee,0,1800s|kazakhstan|nomad,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32,Kazakh,France,R,25000000,2005,580,6.0,2.35,265
Color,Joon-ho Bong,488,126,584,398,Ewen Bremner,11000,4563029,Action|Drama|Sci-Fi|Thriller,Chris Evans,Snowpiercer ,181472,12286,Kang-ho Song,5,closed ecological system|perpetual winter|population control|revolt|train,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,514,English,South Korea,R,39200000,2013,557,7.0,1.85,58000
Color,Bibo Bergeron,63,90,10,541,Bob Balaban,1000,,Adventure|Animation|Comedy|Fantasy|Music|Romance,Adam Goldberg,A Monster in Paris ,15790,3243,François Cluzet,0,belle epoque|city name in title|monster|paris france,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40,French,France,PG,25000000,2011,559,6.8,1.85,0
Color,Jeff Nathanson,42,93,23,596,Glenn Morshower,2000,463730,Comedy,Matthew Broderick,The Last Shot ,3789,5240,Tim Blake Nelson,10,fbi|movie producer|sting operation|undercover|urination,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39,English,USA,R,,2004,894,5.7,1.85,89
Color,Alex Proyas,118,98,295,380,Bai Ling,720,50693162,Action|Drama|Fantasy,Michael Wincott,The Crow ,136580,2630,David Patrick Kelly,0,back from the dead|crime boss|crow|gothic|vigilante,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,545,English,USA,R,23000000,1994,581,7.6,1.85,15000
Color,S.S. Rajamouli,44,159,50,72,Anushka Shetty,218,6498000,Action|Adventure|Drama|Fantasy|War,Tamannaah Bhatia,Baahubali: The Beginning ,62756,554,Prabhas,1,ancient india|dual role|good versus evil|hindu|kingdom,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,410,Telugu,India,,18026148,2015,133,8.4,1.85,21000
Color,Robert Schwentke,214,107,124,100,Brooklynn Proulx,152,63411478,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Travelers Wife ,114925,568,Michelle Nolden,1,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234,English,USA,PG-13,39000000,2009,142,7.1,2.35,13000
Color,Michael Lehmann,110,102,36,433,Stephen Collins,747,42640890,Comedy|Romance,Colin Ferguson,Because I Said So ,32412,1930,Tom Everett Scott,1,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184,English,USA,PG-13,,2007,452,5.6,1.85,0
Color,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272227,45327,Jordana Brewster,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988,English,USA,PG-13,38000000,2001,14000,6.7,2.35,14000
 Black and White,Tim Burton,370,87,13000,787,Catherine OHara,940,35287788,Animation|Comedy|Family|Horror|Sci-Fi,Martin Landau,Frankenweenie ,73886,4774,Atticus Shaffer,0,dog|life|remake by original director|science|stop motion animation,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,165,English,USA,PG,39000000,2012,925,7.0,1.85,25000
Color,Joss Whedon,276,119,0,279,Sean Maher,2000,25335935,Action|Adventure|Sci-Fi|Thriller,Adam Baldwin,Serenity ,242599,2853,Michael Hitchcock,0,alliance|cannibalism|future|operative|planet,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,1594,English,USA,PG-13,40000000,2005,505,8.0,2.35,14000
Color,Charles S. Dutton,76,110,534,511,Charles S. Dutton,865,5881504,Biography|Drama|Romance|Sport,Omar Epps,Against the Ropes ,5917,2972,Tim Daly,2,boxer|boxing|boxing arena|boxing manager|directed by co star,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50,English,USA,PG-13,39000000,2004,534,5.3,2.35,177
Color,Richard Lester,95,125,44,420,Robert Vaughn,593,60000000,Action|Comedy|Sci-Fi,Margot Kidder,Superman III ,49934,2329,Jackie Cooper,1,computer|high school|kryptonite|smallville|villain,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,224,English,UK,PG,39000000,1983,542,4.9,2.35,0
Color,Peter Segal,211,113,88,785,Sylvester Stallone,22000,29802761,Comedy|Sport,Robert De Niro,Grudge Match ,46480,36009,Oscar Gale,1,broke|promoter|retirement|trainer|training,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,115,English,USA,PG-13,40000000,2013,13000,6.4,1.85,12000
Color,John Woo,160,150,610,478,Tony Chiu Wai Leung,755,626809,Action|Adventure|Drama|History|War,Takeshi Kaneshiro,Red Cliff ,36894,2172,Wei Zhao,4,alliance|battle|china|chinese|strategy,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,105,Mandarin,China,R,553632000,2008,643,7.4,2.35,0
Color,Andy Tennant,97,108,72,559,Mary Lynn Rajskub,982,127214072,Comedy|Romance,Ethan Embry,Sweet Home Alabama ,83786,4251,Courtney Gains,1,alabama|divorce|divorce papers|husband wife relationship|new york city,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392,English,USA,PG-13,38000000,2002,935,6.1,2.35,0
Color,Robert Luketic,174,96,126,954,John Michael Higgins,18000,88915214,Comedy|Romance,Gerard Butler,The Ugly Truth ,163665,22436,Eric Winter,2,call in|chick flick|date|hot air balloon|show producer,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169,English,USA,R,38000000,2009,957,6.5,2.35,9000
Color,Jonathan Lynn,23,93,36,275,Phil Hartman,592,30400000,Comedy,Austin Pendleton,Sgt. Bilko ,17810,2176,Max Casella,2,greenland|military|revenge|soldier|u.s. soldier,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,73,English,USA,PG,39000000,1996,516,5.7,2.35,478
Color,Robert Rodriguez,103,100,0,1000,Alexa PenaVega,12000,85570368,Action|Adventure|Comedy|Family|Sci-Fi,Steve Buscemi,Spy Kids 2: Island of Lost Dreams ,44885,18291,Emily Osment,1,island|mad scientist|scientist|sequel|spy,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,107,English,USA,PG,38000000,2002,2000,5.1,1.85,478
Color,David Carson,98,118,18,906,Alan Ruck,1000,75668868,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,Star Trek: Generations ,60504,6427,Jonathan Frakes,0,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,249,English,USA,PG,35000000,1994,946,6.6,2.35,0
Color,Kar-Wai Wong,273,122,0,7,Hye-kyo Song,643,6594136,Action|Biography|Drama,Tony Chiu Wai Leung,The Grandmaster ,24557,943,Elvis Tsui,1,challenge|china|hong kong|martial arts|martial arts master,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111,Mandarin,Hong Kong,PG-13,38600000,2013,290,6.5,2.35,13000
Color,Francis Lawrence,279,120,508,1000,Christoph Waltz,21000,58700247,Drama|Romance,Robert Pattinson,Water for Elephants ,95367,36062,James Frain,1,circus|circus vargas|elephant|fear|train,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260,English,USA,PG-13,38000000,2011,11000,6.9,2.35,33000
Color,,22,60,,501,Wayne Knight,23000,,Comedy|Family|Sci-Fi,Joseph Gordon-Levitt,3rd Rock from the Sun             ,38383,25160,Kristen Johnston,4,alien|digit in title|human form|number 3 in title|talking on a rooftop,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,86,English,USA,TV-PG,,,967,7.8,1.33,0
Color,Yuefeng Song,4,88,0,46,Bianca Collins,76,,Adventure|Animation|Family|Fantasy,Blythe Auffarth,Dragon Nest: Warriors Dawn ,2169,196,Jiao Xu,0,,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18,English,China,,40000000,2014,47,6.4,,0
 Black and White,Norman Jewison,65,146,278,494,Vincent Pastore,18000,50668906,Biography|Drama|Sport,Denzel Washington,The Hurricane ,76016,20516,Deborah Kara Unger,0,african american|book|boxer|boxing|murder,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,265,English,USA,R,38000000,1999,584,7.6,1.85,0
Color,Michael Apted,98,115,150,789,Jeff Kober,970,39177215,Crime|Drama|Thriller,Bill Cobbs,Enough ,30667,3770,Billy Campbell,1,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a mans shirt,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234,English,USA,PG-13,38000000,2002,919,5.6,2.35,0
Color,David Mirkin,116,123,7,692,Anne Bancroft,931,40334024,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,44168,2912,Jeffrey Jones,3,bank|infidelity|millionaire|money|scam,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216,English,USA,PG-13,35000000,2001,754,6.2,2.35,989
Color,Andy Fickman,76,94,99,377,Daniella Alonso,598,71038190,Action|Comedy|Crime,D.B. Woodside,Paul Blart: Mall Cop 2 ,23473,3552,Eduardo Verástegui,1,character name in title|no opening credits|sequel|wilhelm scream,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123,English,USA,PG,30000000,2015,557,4.4,1.85,8000
Color,Luis Mandoki,106,102,43,280,Shirley Knight,308,24044532,Drama|Romance,Sonia Braga,Angel Eyes ,19686,1440,Kari Matchett,0,apartment|fate|gun|love|mysterious man,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180,English,USA,R,38000000,2001,285,5.6,1.85,689
Color,John Pasquin,55,98,11,466,Ken Marino,854,22770864,Comedy|Drama,Jim Belushi,Joe Somebody ,8433,2765,Kelly Lynch,1,bully|co worker|divorce|fight|karate,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,85,English,USA,PG,38000000,2001,543,5.5,1.85,168
Color,Roman Polanski,172,133,2000,541,Frank Langella,40000,18653746,Mystery|Thriller,Johnny Depp,The Ninth Gate ,137722,42344,Lena Olin,1,bare butt|gnosticism|lucifer|rare book|sex,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,638,English,Spain,R,38000000,1999,903,6.7,2.35,0
Color,Michael Apted,47,118,150,182,Paul Guilfoyle,24000,17305211,Crime|Drama|Mystery|Thriller,J.K. Simmons,Extreme Measures ,14066,24547,Bill Nunn,0,cartoon on tv|doctor|emergency room|hospital|nudity,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75,English,USA,R,38000000,1996,210,6.1,2.35,352
Color,Stephen Herek,107,105,65,108,Dagmara Dominczyk,628,16991902,Drama|Music,Beth Grant,Rock Star ,34592,1265,Matthew Glave,0,cover band|fired from a job|heavy metal|rock star|tribute band,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191,English,USA,R,57000000,2001,316,6.2,2.35,0
Color,Lee Daniels,323,109,304,736,Gabourey Sidibe,940,47536959,Drama,MoNique,Precious ,86955,3277,Mariah Carey,0,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275,English,USA,R,10000000,2009,906,7.3,1.85,12000
